username,post_number,post_url,likes,hashtags,comments
lazar_angelov_official,post_3,https://www.instagram.com/p/C4-9Cw8N8TV/c/18037936942731358/,"10,084",,"dr.alextosev: Bulgarian 🇧🇬?; ravivar.hai: Sounds like BS..; aherman.fit: It’s a technique move and it’s NOT a back movement. It’s a leg and hip movement. It’s also a fundamental human motion…. Are you not supposed to pick something off the ground the rest of your life? Deadlifts are essential. In 10 years of training I have never had a client injure their back due to deadlifting.; sam_am_ralte: My friend has won bodybuilding competitions without ever including the deadlift. I believe the deadlift is one of the least beneficial exercises when it comes to hypertrophy. People have become champions in bodybuilding without ever doing the deadlift.; wujeq_lolo: Increase testosterone ? ? ? 😂😂😂; luisluniku: Bro we know this,do you have new study or experienc ?; rrfitness0001: Damn what happen to this guy; leonardo_sumarlin: High risk, low reward; curt_ice24: Great for a herniated disk too. 2 if you're lucky like me; stayfit_coach1: Yes!; jakhar_naveen08: Sir should we deadlift first or last during back workout; d_caspersen: it increases our chance of even more damage also😏😅 so don't do that exercise unless you train like a strongman😅; mikhailadams7: Isolation Excercise grow muscles more.; imranali_s72: ❤️❤️; gia.mendez: exatly👏👏; tavewalker: Gracias por la motivación de tantos años hombre! De verdad, gracias!"
lazar_angelov_official,post_4,https://www.instagram.com/p/DAI2rAFtI-F/,"9,198",,
lazar_angelov_official,post_5,https://www.instagram.com/p/C4-9Cw8N8TV/c/18312644668178741/,"10,084",,"wujeq_lolo: Increase testosterone ? ? ? 😂😂😂; ravivar.hai: Sounds like BS..; aherman.fit: It’s a technique move and it’s NOT a back movement. It’s a leg and hip movement. It’s also a fundamental human motion…. Are you not supposed to pick something off the ground the rest of your life? Deadlifts are essential. In 10 years of training I have never had a client injure their back due to deadlifting.; sam_am_ralte: My friend has won bodybuilding competitions without ever including the deadlift. I believe the deadlift is one of the least beneficial exercises when it comes to hypertrophy. People have become champions in bodybuilding without ever doing the deadlift.; luisluniku: Bro we know this,do you have new study or experienc ?; rrfitness0001: Damn what happen to this guy; leonardo_sumarlin: High risk, low reward; curt_ice24: Great for a herniated disk too. 2 if you're lucky like me; stayfit_coach1: Yes!; jakhar_naveen08: Sir should we deadlift first or last during back workout; d_caspersen: it increases our chance of even more damage also😏😅 so don't do that exercise unless you train like a strongman😅; mikhailadams7: Isolation Excercise grow muscles more.; imranali_s72: ❤️❤️; gia.mendez: exatly👏👏; tavewalker: Gracias por la motivación de tantos años hombre! De verdad, gracias!"
lazar_angelov_official,post_6,https://www.instagram.com/lazar_angelov_official/p/C8R9WlwtfbI/,"6,300",,"josefrakich: BRO THIS IS AMAZING! Well done bro, so happy for you! This is HUGE! 🏆🏆🏆; ibrahiim____: 😍😍 good move 🙌; maggikrealty: Beautiful 🔥🔥🔥; heath.gascoigne: Congrats Big Man! 🙌; murga____: TAKING IT TO THE NEXT LEVEL! GOOD JOB BROTHER💪🏻💯; vusal_mammadli_1: Congratulations; stefanov_gh: Винаги си за пример 🔥; lemi_san_gezer: 🧿 maşallah; gajwani__devansh: Is it only for sale or can you rent that for some vacations ?; daniel_hairforce: 🔥🔥🔥🔥🔥🔥🔥🔥🔥; rfernan63: Gorgeous; themosaabbjj: 👏👏; milas_mirror_diary: Congratulations Lazar x; anthonyliondary: @bikerssen nada más eso 😂"
lazar_angelov_official,post_7,https://www.instagram.com/theathletefactoryleb/p/C0CWBuvsMqv/,"5,812",#armukraineasap,"mp_redoficial: Acabou o shape? O que sobrou foi só a fama que ja teve..; iamsergiofit: Lazar olmuş lazer 😂; cankofeimov: Oohh seksi sipergut love🔥🔥🔥🔥🔥❤️❤️❤️❤️❤️❤️❤️; massario_offiziell: Kein Grund zu lachen an die Leute hier er hatte bereits zugegeben das nachgeholfen hatte aber trotzdem hat er mit seinen Figur ein Trend in der Fitness Industrie gesetzt. Jetz ist er ein erfolgreicher Business men . Muskel werden früher oder später mit alter nicht bleiben ;); zimmerklaus: zametnyy; qoc030: 🙌🙌; yahiaalidxb: Hi lazar

I would love to do a podcast episode with you in USA

Can you check your DMs ?; servicio_baez: 🔥🔥🔥🔥; abo1fzl: https://share.socialrebel.co/Abolfazl9428; aldincampara: @k0la220 no steroids no body 😅; gianninobile8141: because he no longer uses steroids?; sercan.fit: You are my big big Inspiration brother. Hope you doing well. Take care ❤️; oleh_hrishchenko: #armukraineasap"
lazar_angelov_official,post_8,https://www.instagram.com/lazar_angelov_official/p/C1uPmGmtftJ/,"38,445",,"vitalio22: 🙌🔥🙌; josefrakich: ❤️❤️❤️; lesp5133: Staple center !!!; vknasbid: Very very sorry to talk with you; _.simonegiuffre._: You looks good, bro.; julianelenbaas: Nice couple🔥🔥🔥; hamidabolhasani_ifbbpro: 👏👏🔥🔥; al_rahil_bin_abdullah: My all time favorite ❤️❤️; alicherif.aesthetic: She is beautiful homee; jackedacademyy: Lazer the jacked legend 🔥🙌; ilian.ivanov.129: За много години; belyanazheleva__1: Cool couple a lot of health and a successful year❤️👏; yousefismail1290: 🙌🙌❤️; bashin9: My favorite couple❤️🙌🔥😍; styagov__official: @lazar_angelov_official когда ждать легендарных и генетически одаренных детишек 👶👶👶???"
lazar_angelov_official,post_9,https://www.instagram.com/p/C4-9Cw8N8TV/c/18033889633849299/,"10,084",,"imranali_s72: ❤️❤️; aherman.fit: It’s a technique move and it’s NOT a back movement. It’s a leg and hip movement. It’s also a fundamental human motion…. Are you not supposed to pick something off the ground the rest of your life? Deadlifts are essential. In 10 years of training I have never had a client injure their back due to deadlifting.; wujeq_lolo: Increase testosterone ? ? ? 😂😂😂; luisluniku: Bro we know this,do you have new study or experienc ?; ravivar.hai: Sounds like BS..; rrfitness0001: Damn what happen to this guy; leonardo_sumarlin: High risk, low reward; curt_ice24: Great for a herniated disk too. 2 if you're lucky like me; sam_am_ralte: My friend has won bodybuilding competitions without ever including the deadlift. I believe the deadlift is one of the least beneficial exercises when it comes to hypertrophy. People have become champions in bodybuilding without ever doing the deadlift.; stayfit_coach1: Yes!; jakhar_naveen08: Sir should we deadlift first or last during back workout; d_caspersen: it increases our chance of even more damage also😏😅 so don't do that exercise unless you train like a strongman😅; mikhailadams7: Isolation Excercise grow muscles more.; gia.mendez: exatly👏👏; dr.alextosev: Bulgarian 🇧🇬?"
lazar_angelov_official,post_10,https://www.instagram.com/p/C4-9Cw8N8TV/c/17870093799079492/,"10,084",,"d_caspersen: it increases our chance of even more damage also😏😅 so don't do that exercise unless you train like a strongman😅; ravivar.hai: Sounds like BS..; aherman.fit: It’s a technique move and it’s NOT a back movement. It’s a leg and hip movement. It’s also a fundamental human motion…. Are you not supposed to pick something off the ground the rest of your life? Deadlifts are essential. In 10 years of training I have never had a client injure their back due to deadlifting.; wujeq_lolo: Increase testosterone ? ? ? 😂😂😂; luisluniku: Bro we know this,do you have new study or experienc ?; rrfitness0001: Damn what happen to this guy; leonardo_sumarlin: High risk, low reward; curt_ice24: Great for a herniated disk too. 2 if you're lucky like me; sam_am_ralte: My friend has won bodybuilding competitions without ever including the deadlift. I believe the deadlift is one of the least beneficial exercises when it comes to hypertrophy. People have become champions in bodybuilding without ever doing the deadlift.; stayfit_coach1: Yes!; jakhar_naveen08: Sir should we deadlift first or last during back workout; mikhailadams7: Isolation Excercise grow muscles more.; imranali_s72: ❤️❤️; gia.mendez: exatly👏👏; tavewalker: Gracias por la motivación de tantos años hombre! De verdad, gracias!"
adarshfitness.in,post_1,https://www.instagram.com/adarshfitness.in/p/C_9uWRgSngI/,18,,_shauryajaiswal: Thanks a lot for making it possible ✨
adarshfitness.in,post_2,https://www.instagram.com/mr.quadriceps/p/C7OumJVpx1Z/,50,,sumitsinghfit: 🔪; rsahab: 🔥🔥
adarshfitness.in,post_3,https://www.instagram.com/mr.quadriceps/p/C5p-vzepJSK/,49,#nopainnogain,sudhsudhir: 😂😂😂😂😂abhi tak duniya has rahi .. duniya hi badal do 🤣; trainwithayaan: Ready for the war?🔥 #nopainnogain
adarshfitness.in,post_4,https://www.instagram.com/mr.quadriceps/p/C5vBJGNNcqa/,32,,saurabhpandey1116: ❤️
adarshfitness.in,post_5,https://www.instagram.com/adarshfitness.in/p/C4_BLAst0tZ/,4,,itsmeroyalshubham: 🔥😍
adarshfitness.in,post_6,https://www.instagram.com/adarshfitness.in/p/C45B2IRNBVT/,51,,rsahab: 🔥🔥👏
adarshfitness.in,post_7,https://www.instagram.com/adarshfitness.in/p/C47n2q7tlsV/,11,,
adarshfitness.in,post_8,https://www.instagram.com/mr.quadriceps/p/C6gV2wztC9w/,90,,__shambhavi__29__: Waah 👏; chubbycheeks_forlife: Yayyy💋🧿; officialmayank007: congratulations brother ❤️✌️; iankitaapandey19: You deserve it Brother 😍🔥😍; flame_boii07: Congratulations Bhai ❤️; _always_a_mysteryy_: Bhai🔥💪🧿; kamlesharya_uk_01: ❤️🔥; kamlesharya_uk_01: 🔥🔥; rw._fitness: 🔥🔥; zaaralicious10: Congratulations bhai😍; shobhit.narain.agarwal: 👏👏; coach_pawan_yadav: Dekh Dekh Dekh kaise flex kar rha....naii maanega👊🏻☺️
adarshfitness.in,post_9,https://www.instagram.com/mr.quadriceps/p/DAdopxhNyTM/,34,,this_is_rahil: 🔥🔥🔥🔥; coach_pawan_yadav: Paaji🔥; gym.generation__: Share
adarshfitness.in,post_10,https://www.instagram.com/mr.quadriceps/p/C7a53CXt8Zb/,58,,kamlesharya_uk_01: 🔥🔥; __.utkarsh_verma.__: 🔥; chubbycheeks_forlife: ❤️
_fitness__vlogger__,post_1,https://www.instagram.com/__pankaj_bhagat__/p/DA8bs7AT8T7/,108,"#post, #posing, #workout, #edit, #explore, #reels, #trending, #instagram, #aesthetic, #fit, #fitness, #fitnessmodel, #gym, #health, #lifestyle, #viral, #video, #bodybuilding, #newpost, #model",kapil___kkt9s: ❤️❤️; rmenske: handsome & aesthetic AF 😍👑🔥🔥🔥 keep going bhai ❤️💪🏾; sambit__kuamr: ❤️❤️❤️❤️; dogra_mohit1: 🗿🗿🔥🔥🔥🙌🙌; _007_bishu__: 🔥❤️; jati_n9663: ❤️👏💪🏻👍🏻; _lahua_75: 🔥🔥🔥🔥; itz_rajput_saab_855: 🔥🔥; __vaibhav_001__: ❤️🔥🙌
_fitness__vlogger__,post_2,https://www.instagram.com/__pankaj_bhagat__/p/C-g5AxQRGme/,182,"#workout, #explorepage, #explore, #reels, #post, #trending, #trendingreels, #instagood, #instagram, #pushup, #fitness, #fitnessmotivation, #gym, #gymmotivation, #homeworkout, #challenge, #viralreels, #view, #viral, #bodybuilding, #newpost, #india, #represent",itx_editor1376: Bhai body mast hai 🔥🔥🔥; prabhat.chouhan: All the best bro🔥🔥; anshuthakur_25: Weight gain kar bhai 💪; __bhawna.bhagat__: ❤️; karan_go_swami01: 🔥🔥; dogra_mohit1: 🔥🔥🙌🙌❤️❤️; its_akash_.56: ❤️; 01_bhavishya: 🔥❤️; i_y.a.t.i.n: 🙌❤️; anmol_liftz18: 🔥🔥; su_shant6858: ❤️❤️❤️; its_akash_.56: 🔥🔥; the_yuvraj_likhari_bhagat: 🔥🔥🙌🙌❤️
fitness__vloggers,post_1,https://www.instagram.com/fitness__vloggers/p/DAT1yvPBDPY/,7,,
